ddc_id	chembl_id	pot.(log,Ki)	pot.(nMol,Ki)	washed_kekule_smiles	 washed_openeye_smiles	washed_nonstereo_smiles	all_chembl_ids	no_chembl_ids	pots.(log, Ki)	Glaxo	Dundee	BMS	SureChEMBL	MLSMR	Inpharmatica	LINT	PAINS	exp_Glaxo	exp_Dundee	exp_BMS	exp_SureChEMBL	exp_MLSMR	exp_Inpharmatica	exp_LINT	exp_PAINS	smarts_Glaxo	smarts_Dundee	smarts_BMS	smarts_SureChEMBL	smarts_MLSMR	smarts_Inpharmatica	smarts_LINT	smarts_PAINS	MolWt
ddc_1844368	CHEMBL4440189	5.75	1780.0	C=CCC=1C=CC=CC1OCC(CNCCOCCOCCOCCOCCNC(=O)C2C(C(C2C(=O)O)C(=O)O)C(=O)O)O	C=CCc1ccccc1OCC(CNCCOCCOCCOCCOCCNC(=O)C2C(C(C2C(=O)O)C(=O)O)C(=O)O)O	C=CCc1ccccc1OCC(CNCCOCCOCCOCCOCCNC(=O)C2C(C(C2C(=O)O)C(=O)O)C(=O)O)O	CHEMBL4440189	1	5.75	False	True	True	False	True	False	False	False		isolated alkene	gte_3_COOH		Unbranched chain					[$([CH2]),$([CH][CX4]),$(C([CX4])[CX4])]=[$([CH2]),$([CH][CX4]),$(C([CX4])[CX4])]	C(=O)[O;D1].C(=O)[O;D1].C(=O)[O;D1]		[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				640.6830000000006
ddc_164396	CHEMBL116444	6.81	156.0	C=1C=CC=2C(C1)=CC=CC2OCC(CNCCCCCCN3CC[C@@H]([C@H](C3)COC=4C=CC5=C(C4)OCO5)C=6C=CC(=CC6)F)O	c1ccc2c(c1)cccc2OCC(CNCCCCCCN3CC[C@@H]([C@H](C3)COc4ccc5c(c4)OCO5)c6ccc(cc6)F)O	c1ccc2c(c1)cccc2OCC(CNCCCCCCN3CCC(C(C3)COc4ccc5c(c4)OCO5)c6ccc(cc6)F)O	CHEMBL116444	1	6.81	False	True	False	False	True	False	False	False		Aliphatic long chain			Unbranched chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				628.7850000000004
ddc_163572	CHEMBL444794	8.17	6.7	C=1C=C2C(C=CN2)=C(C1)OCC(CNCCCCCCN3CC[C@@H]([C@H](C3)COC=4C=CC5=C(C4)OCO5)C=6C=CC(=CC6)F)O	c1cc2c(cc[nH]2)c(c1)OCC(CNCCCCCCN3CC[C@@H]([C@H](C3)COc4ccc5c(c4)OCO5)c6ccc(cc6)F)O	c1cc2c(cc[nH]2)c(c1)OCC(CNCCCCCCN3CCC(C(C3)COc4ccc5c(c4)OCO5)c6ccc(cc6)F)O	CHEMBL444794	1	8.17	False	True	False	False	True	False	False	False		Aliphatic long chain			Unbranched chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				617.7620000000005
ddc_1638036	CHEMBL3896355	6.98	105.0	COC=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCCC(=O)NCC=4C=CC(=CC4)OCCCN5CCOCC5	COc1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCCN5CCOCC5	COc1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCCN5CCOCC5	CHEMBL3896355	1	6.98	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				614.831
ddc_1975067	CHEMBL4648390	7.38	42.0	C=1C=CC(=CC1)S(=O)(=O)N(CCCCCCN2CCN(CC2)C=3C=4C=CC=CC4SN3)C=5C=CC=C(C5)C(F)(F)F	c1ccc(cc1)S(=O)(=O)N(CCCCCCN2CCN(CC2)c3c4ccccc4sn3)c5cccc(c5)C(F)(F)F	c1ccc(cc1)S(=O)(=O)N(CCCCCCN2CCN(CC2)c3c4ccccc4sn3)c5cccc(c5)C(F)(F)F	CHEMBL4648390	1	7.38	False	True	False	False	True	False	False	False		Aliphatic long chain			Hetero_hetero					[R0;D2][R0;D2][R0;D2][R0;D2]			*[N,S,O]-&!@[N,S,O][#6]				602.7480000000003
ddc_1689227	CHEMBL3955917	6.79	163.0	COC=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCCC(=O)NCC=4C=CC(=CC4)OCCN5CCOCC5	COc1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCN5CCOCC5	COc1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCN5CCOCC5	CHEMBL3955917	1	6.79	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				600.8040000000001
ddc_959972	CHEMBL1774990	8.67	2.15	COC=1C=CC=CC1N2CCN(CC2)CCN(C=3C=CC=CN3)C(=O)C45CC6CC(C4)CC(C6)(C5)I	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CC6CC(C4)CC(C6)(C5)I	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CC6CC(C4)CC(C6)(C5)I	CHEMBL1774990	1	8.67	False	True	True	False	True	False	False	False		iodine	tertiary_halide_sulfate		alkyl halide					I	[C;X4](-[Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))])(-[c,C])(-[c,C])(-[c,C])		[Br,Cl,I][CX4,CH,CH2,CH3]				600.5450000000003
ddc_1407960	CHEMBL3409049	7.8	16.0	C=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCCCC(=O)N4CC=5C=CC=CC5C[C@H]4C(=O)N6CCOCC6	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCCC(=O)N4Cc5ccccc5C[C@H]4C(=O)N6CCOCC6	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCCC(=O)N4Cc5ccccc5CC4C(=O)N6CCOCC6	CHEMBL3409049	1	7.8	False	True	False	False	True	False	False	False		Aliphatic long chain			Unbranched chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				594.8000000000001
ddc_164395	CHEMBL117825	6.41	391.0	C=1C=CC(=CC1)C(CCNCCCCCCNCC(COC=2C=CC=C3C2C=CC=C3)O)OC=4C=CC(=CC4)C(F)(F)F	c1ccc(cc1)C(CCNCCCCCCNCC(COc2cccc3c2cccc3)O)Oc4ccc(cc4)C(F)(F)F	c1ccc(cc1)C(CCNCCCCCCNCC(COc2cccc3c2cccc3)O)Oc4ccc(cc4)C(F)(F)F	CHEMBL117825	1	6.41	False	True	False	False	True	False	False	False		Aliphatic long chain			Unbranched chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				594.7180000000003
ddc_1879532	CHEMBL4475573	5.75	1780.0	CC(C)NCC(COC=1C=CC=CC1CCCSCC(=O)NCCOCCOCCNC(=O)CS(=O)(=O)O)O	CC(C)NCC(COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)CS(=O)(=O)O)O	CC(C)NCC(COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)CS(=O)(=O)O)O	CHEMBL4475573	1	5.75	False	True	False	False	True	False	False	False		Sulfonic acid			Unbranched chain					S(=O)(=O)[O-,OH]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				593.7650000000006
ddc_1407958	CHEMBL3409048	7.4	40.0	C=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCCCC(=O)N4CC=5C=CC=CC5C[C@H]4C(=O)N6CCCCC6	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCCC(=O)N4Cc5ccccc5C[C@H]4C(=O)N6CCCCC6	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCCC(=O)N4Cc5ccccc5CC4C(=O)N6CCCCC6	CHEMBL3409048	1	7.4	False	True	False	False	True	False	False	False		Aliphatic long chain			Unbranched chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				592.828
ddc_1898692	CHEMBL4531761	6.88	132.0	COC=1C=CC(=CC1OC2CCCC2)/C=C\3/C(=O)N(C(=O)N3)CCCCN4CCN(CC4)C=5C=CC=C(C5Cl)Cl	COc1ccc(cc1OC2CCCC2)/C=C\3/C(=O)N(C(=O)N3)CCCCN4CCN(CC4)c5cccc(c5Cl)Cl	COc1ccc(cc1OC2CCCC2)C=C3C(=O)N(C(=O)N3)CCCCN4CCN(CC4)c5cccc(c5Cl)Cl	CHEMBL4531761	1	6.88	False	True	False	False	True	False	False	False		Michael acceptor			vinyl michael acceptor1					C=!@CC=[O,S]			[#6]-[CH1]=C-C(=O)[#6,#7,#8]				587.5480000000003
ddc_959976	CHEMBL1774994	8.77	1.68	C=1C=CC(=C(C1)N2CCN(CC2)CCN(C=3C=CC=CN3)C(=O)C45CC6CC(C4)C(C(C6)C5)I)O	c1ccc(c(c1)N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CC6CC(C4)C(C(C6)C5)I)O	c1ccc(c(c1)N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CC6CC(C4)C(C(C6)C5)I)O	CHEMBL1774994	1	8.77	True	True	True	False	True	False	False	False	R1 Reactive alkyl halides	iodine	secondary_halide_sulfate		alkyl halide				[Br,Cl,I][CX4;CH,CH2]	I	[CH;!$(C=C)][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]		[Br,Cl,I][CX4,CH,CH2,CH3]				586.5180000000003
ddc_1338488	CHEMBL3233676	7.06	88.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C=3C=CC=C(C3Cl)Cl)CC=4C=CC(=CC4Cl)Cl)C	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)c3cccc(c3Cl)Cl)Cc4ccc(cc4Cl)Cl)C	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)c3cccc(c3Cl)Cl)Cc4ccc(cc4Cl)Cl)C	CHEMBL3233676	1	7.06	False	True	False	False	True	False	False	False		hydantoin			Long aliphatic chain					C1NC(=O)NC(=O)1			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				586.3910000000001
ddc_1338489	CHEMBL3233677	6.52	301.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C=3C=CC(=C(C3)Cl)Cl)CC=4C=CC(=CC4Cl)Cl)C	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)c3ccc(c(c3)Cl)Cl)Cc4ccc(cc4Cl)Cl)C	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)c3ccc(c(c3)Cl)Cl)Cc4ccc(cc4Cl)Cl)C	CHEMBL3233677	1	6.52	False	True	False	False	True	False	False	False		hydantoin			Long aliphatic chain					C1NC(=O)NC(=O)1			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				586.3910000000001
ddc_1646659	CHEMBL3906408	6.83	149.0	C=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCCC(=O)NCC=4C=CC(=CC4)OCCCN5CCOCC5	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCCN5CCOCC5	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCCN5CCOCC5	CHEMBL3906408	1	6.83	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				584.8050000000001
ddc_1978763	CHEMBL4741978	6.16	684.0	CN(CC#C)CC=1C=CC(=CC1)OCCCCCN2CCN(CC2)C=3C=CC=C4C3C=CN4S(=O)(=O)C=5C=CC=CC5	CN(CC#C)Cc1ccc(cc1)OCCCCCN2CCN(CC2)c3cccc4c3ccn4S(=O)(=O)c5ccccc5	CN(CC#C)Cc1ccc(cc1)OCCCCCN2CCN(CC2)c3cccc4c3ccn4S(=O)(=O)c5ccccc5	CHEMBL4741978	1	6.16	False	True	False	False	True	False	False	False		triple bond			Unbranched chain					C#C			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				584.7860000000003
ddc_1407957	CHEMBL3409047	7.72	19.0	C=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCCC(=O)N4CC=5C=CC=CC5C[C@H]4C(=O)N6CCCCC6	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)N4Cc5ccccc5C[C@H]4C(=O)N6CCCCC6	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)N4Cc5ccccc5CC4C(=O)N6CCCCC6	CHEMBL3409047	1	7.72	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				578.801
ddc_959974	CHEMBL1774992	8.95	1.11	COC=1C=CC=CC1N2CCN(CC2)CCN(C=3C=CC=CN3)C(=O)C45CCC(CC4)(CC5)I	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CCC(CC4)(CC5)I	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45CCC(CC4)(CC5)I	CHEMBL1774992	1	8.95	False	True	True	False	True	False	False	False		iodine	tertiary_halide_sulfate		alkyl halide					I	[C;X4](-[Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))])(-[c,C])(-[c,C])(-[c,C])		[Br,Cl,I][CX4,CH,CH2,CH3]				574.5070000000003
ddc_1909709	CHEMBL4542960	7.45	35.8	CC(C)NCC(COC=1C=CC=CC1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C)O	CC(C)NCC(COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C)O	CC(C)NCC(COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C)O	CHEMBL4542960	1	7.45	False	True	False	False	True	False	False	False		Aliphatic long chain			Unbranched chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]				571.7810000000004
ddc_1385502	CHEMBL3342869	7.16	69.18	COC=1C=CC=CC1N2CCN(CC2)CC3COC4(O3)CCN(CC4)S(=O)(=O)C=5C=CC(=CC5)OC(F)(F)F	COc1ccccc1N2CCN(CC2)CC3COC4(O3)CCN(CC4)S(=O)(=O)c5ccc(cc5)OC(F)(F)F	COc1ccccc1N2CCN(CC2)CC3COC4(O3)CCN(CC4)S(=O)(=O)c5ccc(cc5)OC(F)(F)F	CHEMBL3342869	1	7.16	False	False	False	False	True	False	False	False					Hetero_hetero								*[N,S,O]-&!@[N,S,O][#6]				571.6180000000004
ddc_1706648	CHEMBL3977072	6.8	160.0	C=1C=CC(=CC1)C=2C=CC=CC2N3CCN(CC3)CCCCCC(=O)NCC=4C=CC(=CC4)OCCN5CCOCC5	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCN5CCOCC5	c1ccc(cc1)c2ccccc2N3CCN(CC3)CCCCCC(=O)NCc4ccc(cc4)OCCN5CCOCC5	CHEMBL3977072	1	6.8	False	True	False	False	True	False	False	False		Aliphatic long chain			Long aliphatic chain					[R0;D2][R0;D2][R0;D2][R0;D2]			[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]!@[N,C,S,O]				570.7780000000001
ddc_557276	CHEMBL1096671	8.7	2.0	COC1=CC=2C=CC=NC2C(=C1)N3CCN(CC3)C4CCN(CC4)C=5C=CC(=C6C5N=C(C=C6OC)C(F)(F)F)F	COc1cc2cccnc2c(c1)N3CCN(CC3)C4CCN(CC4)c5ccc(c6c5nc(cc6OC)C(F)(F)F)F	COc1cc2cccnc2c(c1)N3CCN(CC3)C4CCN(CC4)c5ccc(c6c5nc(cc6OC)C(F)(F)F)F	CHEMBL1096671	1	8.7	False	False	False	False	False	False	False	False																	569.6030000000005
ddc_959973	CHEMBL1774991	8.95	1.11	COC=1C=CC=CC1N2CCN(CC2)CCN(C=3C=CC=CN3)C(=O)C45C6C7C4C8C5C6C78I	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45C6C7C4C8C5C6C78I	COc1ccccc1N2CCN(CC2)CCN(c3ccccn3)C(=O)C45C6C7C4C8C5C6C78I	CHEMBL1774991	1	8.95	False	True	True	False	True	False	False	False		iodine	tertiary_halide_sulfate		alkyl halide					I	[C;X4](-[Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))])(-[c,C])(-[c,C])(-[c,C])		[Br,Cl,I][CX4,CH,CH2,CH3]				568.4590000000001
